,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
113089,72928.0,1.41851692865472,-0.99091409250974,-0.605770826464102,-1.67272708131458,1.01495034834899,3.68293904892534,-1.60949378216152,0.959636172552751,-0.319820597010353,0.580659311628797,-0.332113629057398,-0.63097130159183,0.210271062842541,-0.517330216325497,0.458328898465947,1.40452139824173,-0.148033124866952,-0.619726255027552,0.852241374019997,0.202184548515325,0.28822484886487,0.761220698740967,-0.186031180385154,1.06661696507344,0.712295984865905,0.0232354482554525,0.0437850074607524,0.0152483487974863,12.6,0
112852,72828.0,1.23615426302396,-0.465092091878438,0.858420918500154,-1.26399600725477,-1.23424299742892,-0.909394493295642,-0.520458229265755,-0.131562999674274,1.72312331521134,-1.212544997448,-0.159290220811638,1.39116756629405,1.22152802758158,-0.432535697340089,1.19277625234762,-0.459445718590849,-0.135009020578397,-0.111880166660321,0.745273763184483,0.0297232404197262,-0.0108377901615657,0.224787099302373,-0.0393492044459024,0.48071853627218,0.394659110507282,-0.0474066396005076,0.0485544791266565,0.0315856711158079,22.0,0
240294,150536.0,-3.4299983010959,-5.3273376823914,0.618323352167619,0.0259848319295366,4.84608088359256,-3.61873959544908,-3.42857415379221,0.696728190786621,1.37288466032964,-0.125100652236509,-0.377026715352833,0.213044296349038,-1.6855499164284,0.381329129645394,-1.31826268794331,0.943364916848642,-1.26777105933363,0.912040054457014,-1.34940356562939,0.874548251485055,0.844070987442504,0.954202899597272,1.21826042419719,-0.424230296177397,-1.86150863420274,0.0351273183761541,0.129128853524099,0.439945543994259,11.5,0
2635,2165.0,-0.237375585144281,-0.591992064486857,-0.0905642604575144,-3.15065961959723,1.19727193928687,3.62306704520471,-0.25026017077362,0.463313785748456,-2.31069437066956,1.42217376812532,-0.287959674333265,-1.48033877838708,0.401224089531518,-0.572336074224789,0.603772042953078,-0.244755566296334,-0.109770461647992,0.536382761327175,0.305525462872087,-0.169444313999621,-0.239561163164265,-0.296431486337521,-0.0828263133355777,0.978377981609271,0.0628134529343713,-0.280611388278495,-0.296948292844378,-0.180897826860484,97.77,0
95869,65504.0,-0.283584500369493,0.452166168246379,0.127728997349051,-2.41305215044367,-0.374252505922594,-0.544353648814532,0.187276288844801,0.366775244827123,0.651337252577926,-1.79441829529648,1.52247699098863,1.91602816211769,1.08108520093333,0.664066689878414,1.53805338823571,-1.2420015435532,0.171643177854074,0.448639715692053,1.77382652476912,0.0274537538324952,0.32829874828794,1.01630288529353,-0.102115995534864,-0.230205946654227,0.0153247973228368,-0.650276531991957,0.0066861151400346,-0.0329780651788426,39.99,0
262910,160708.0,-1.55868898348331,-0.946061045756543,0.184971581378573,-0.269200426505064,0.839379520427987,-1.65594081720852,-0.253108654582619,0.448171946827652,0.415607394954898,-1.15361182981357,-1.47757808611666,-0.272211670913828,-1.53258395224046,0.665484532106342,-0.438548789040912,-0.328578832288711,0.139896662686928,-0.352062051953737,0.0533143844152409,0.132813560529796,0.0506719313489744,-0.492398591893395,-0.0501482296124499,-0.0337781064093301,0.147648941365035,-0.0893305442157066,-0.140991228301408,-0.33871068534563,34.66,0
158067,110883.0,2.10071666448526,0.247758797698964,-1.79314384751961,0.497602143190948,0.768775975063771,-0.513749287148101,0.108510543818387,-0.298112148925717,1.77870374207983,-0.758882039700318,-0.066064182411442,-2.411112794886,2.04279922646951,0.511313694676357,-0.517911765874424,0.435752236524224,0.99421702085999,0.11541301327022,0.0506832127485975,-0.149327118455115,-0.543171310662783,-1.21574098239576,0.274090995576939,-0.0640345827540768,-0.203377583513965,0.165144492789202,-0.0901175179193916,-0.0404368471228045,9.99,0
118923,75262.0,0.80494193971066,-0.29854373640925,0.0831716000635141,1.5515655036858,-0.347882574755346,-0.518823342609229,0.486310744251641,-0.159091126382618,0.0328390262375729,-0.132486610751972,-0.155267795098898,0.417566439933986,-0.353462210687497,0.37671756884915,0.260726452043165,-0.730976851961087,0.301279369038846,-0.933476328334501,-0.670942162450078,0.166931335865348,0.127579402211436,0.120852212128333,-0.243447035281565,0.420985659999126,0.64653809049237,-0.270874710202713,-0.0110546646657916,0.0464674075541259,194.23,0
163566,116050.0,-3.09659633349349,2.18197323225515,-0.423542515022555,-0.401172567831365,-1.00024811796924,-0.189923751486946,-0.77289657180562,-1.13559614444202,-0.314883209841184,-0.715357924598908,0.0973591932837103,0.401315493471255,-2.07294198181998,1.70346085427131,-0.629772340909259,-0.0551344050561407,0.529298174792723,0.350417054608182,0.941228474760239,-0.975603236866595,2.177093558091,-1.49563740164491,0.0308720840509392,-0.0213609728414461,0.699080218613326,-0.350287045785806,-0.352774814165915,-0.130471961173843,45.17,0
17026,28376.0,1.35195932831625,-1.2813596961706,0.231129524672067,-1.44923528750714,-1.44604039100421,-0.494801740097305,-0.948610293819945,-0.0762900001278068,-2.02490955528138,1.5876128801548,0.853443698569647,-0.530411479821285,0.0418061326217623,-0.025215688741098,-0.0508909849019794,-0.0783919081790601,0.166293350428154,0.630655368044349,0.147202353236182,-0.179511210483383,-0.143116489473263,-0.248237499971968,-0.0798006390704173,-0.0153679559608699,0.358261431601637,-0.210551832630989,0.0083402076385113,0.0199285284726424,89.99,0
283971,172047.0,2.09761438777634,-0.694442383710334,-1.16058162564883,-0.73235460103253,-0.616121928006532,-0.512144877256836,-0.951206837360246,-0.020205982711364,-0.271179377978908,0.222686884801672,1.22681487590098,0.180626771254875,0.778730817697401,-2.04911141914624,-0.368226700622022,1.86712873343411,1.02701703719529,-0.0171726888153858,0.53566785718068,0.0989945001304959,0.286483686141812,0.91113844287528,0.0446784262838229,-0.475838704655042,-0.132289771568075,-0.0847129762069286,0.0309424781615456,-0.0228691499242539,24.99,0
154016,100849.0,-0.0980882658614999,0.548909879013967,1.97097191864629,0.181385181526356,-0.435474303428394,-0.0368864531496544,-0.150581603909466,0.0115822660587664,1.58771088602279,-0.875281409735466,0.100068610917116,-2.24293180373825,2.45585668695553,0.984290128067201,0.200438299486453,0.0768204723398127,0.443601324204117,0.436192748990663,0.417967841890149,0.0475114852284957,0.0145590225769943,0.456192612763895,0.0552101027034944,-0.0154822556029493,-1.10776338777708,0.540360343662377,0.176873002172014,0.201002966517537,15.95,0
85625,60858.0,1.19854284808393,0.35206803951593,0.490423144222361,1.24184506245505,-0.329709288030349,-0.850818372873291,0.172750974223767,-0.220014092785639,-0.0986969344138904,0.028703403971511,-0.279694049855403,0.510011202052234,0.627065335592851,0.215112833967593,0.919608902599436,0.189487367077515,-0.522375889423918,-0.243751207454088,-0.436273127806195,-0.0718987739186162,-0.0384825306585404,-0.0957348412139757,-0.0379715006209303,0.382176226220061,0.548926077694177,-0.42625482828734,0.0218525003959958,0.0296995608403768,20.0,0
273366,165565.0,2.06529238458892,0.025113421867489,-1.30185032873188,0.357040281280415,0.0329851833314248,-1.27477311404952,0.274271361804882,-0.40617729459827,0.527954989950258,-0.0061697263058248,-0.568569541846163,0.554112475177252,0.506025453167611,0.404934970930254,0.739141552243893,-0.296091462221986,-0.471912381087453,-0.208455546844279,-0.306659551994306,-0.22345801754995,0.256119699143804,0.935835357832594,0.0012127806049571,0.0363037743677533,0.268189790834395,-0.107011734035879,-0.0135288646128167,-0.0582296519326533,1.66,0
172673,121193.0,-0.017869852361937,-0.501209004236995,0.425398305276594,-2.22694301147245,-0.501502859684708,-0.772230298585872,1.09543205088773,-0.674427970006319,-2.61074335695337,0.983907583839102,-0.818314814939563,-0.758642753609887,1.24445472356137,-0.583908526072909,-0.711740496405818,-1.36714059174479,0.685155944344105,-0.482442531394514,0.375432917359103,0.0982950437310231,-0.149905462894926,0.045733371001874,0.112427943885717,-0.0138960633813698,-0.144601928423105,-0.18880136999161,-0.0585360247447708,-0.0649465705177631,143.51,0
59302,48783.0,1.30192208556835,-0.0629215025188334,0.0069310741077288,0.571955056114238,0.0395629395910143,0.207064521000445,-0.141749835333416,-0.0188594812357962,0.704003209242589,-0.218245780695688,-2.0283989876362,0.0393748833013806,0.236281843782021,-0.283430478371923,-0.302325668068897,0.041329107288468,-0.421846596918341,-0.111512595600465,0.71070956043598,-0.0514912354935905,-0.17311828204261,-0.26557430729234,-0.271897052411482,-0.940641464520918,0.770640504114071,0.523241769859611,-0.0195318513177332,-0.0011444518079467,18.0,0
259127,158971.0,-1.34166678653746,0.724722848514377,-0.0356497320015999,0.0740849946230531,1.93655348135335,-0.566632081754213,1.78737323741504,-0.0706913659108759,-1.2576658803548,-1.43352182395712,0.997945259076363,0.342839646325022,-0.367561203499584,-0.937795637128398,-1.61249023277696,0.130655705747979,0.544526958896493,0.651939361769234,-0.725462698885097,0.27073277432698,0.127372829682394,0.0212340087972764,-0.274799312222839,0.56645064921674,1.3953810322745,-0.507354651275889,-0.055278133119919,0.0823780382963797,128.5,0
